[[1], [4, 0], [5, 0, 0], [0, 1, 1, 1], [2, 1, 1, 1, 1], [3, 0, 0, 0, 0, 1]], 0.7302
[[3], [4, 1], [4, 0, 1], [0, 0, 0, 0], [5, 0, 0, 0, 1], [4, 0, 1, 0, 0, 0]], 0.7362
[[5], [1, 1], [0, 0, 0], [5, 0, 1, 0], [2, 1, 1, 0, 0], [1, 1, 1, 0, 0, 1]], 0.7332
[[2], [1, 1], [1, 0, 0], [3, 0, 0, 0], [0, 0, 1, 1, 1], [3, 0, 1, 1, 0, 0]], 0.7374
[[3], [2, 1], [5, 1, 0], [2, 0, 0, 0], [4, 1, 0, 0, 0], [5, 1, 0, 0, 0, 0]], 0.7318
[[3], [5, 0], [5, 0, 0], [3, 0, 0, 0], [0, 0, 1, 0, 0], [1, 1, 1, 0, 0, 1]], 0.7348
[[1], [2, 1], [2, 0, 0], [2, 1, 0, 0], [1, 0, 0, 0, 0], [3, 0, 0, 1, 0, 0]], 0.741
[[1], [1, 0], [0, 1, 0], [1, 1, 0, 0], [4, 0, 0, 0, 1], [0, 0, 0, 1, 0, 0]], 0.7336
[[2], [3, 0], [5, 1, 1], [0, 0, 0, 0], [5, 1, 0, 0, 0], [2, 0, 0, 0, 0, 1]], 0.7392
[[4], [0, 0], [4, 1, 0], [3, 0, 0, 0], [1, 0, 0, 0, 1], [5, 1, 0, 0, 0, 0]], 0.7334
[[4], [0, 0], [1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 0, 0], [2, 0, 0, 0, 0, 1]], 0.7346
[[2], [0, 1], [5, 0, 0], [5, 0, 0, 0], [3, 0, 0, 1, 0], [4, 0, 0, 0, 0, 0]], 0.7432
[[3], [1, 0], [0, 0, 0], [3, 1, 0, 0], [0, 0, 1, 0, 0], [5, 0, 1, 1, 0, 0]], 0.7382
[[5], [3, 0], [3, 1, 0], [0, 0, 0, 0], [2, 1, 0, 0, 0], [0, 0, 0, 0, 1, 1]], 0.7356
[[0], [2, 0], [3, 0, 0], [3, 0, 0, 0], [2, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0]], 0.7414
[[2], [4, 0], [0, 1, 0], [1, 1, 0, 0], [3, 0, 0, 0, 1], [3, 1, 0, 0, 0, 0]], 0.7354
[[5], [2, 0], [4, 0, 1], [0, 0, 1, 0], [4, 1, 0, 0, 1], [2, 1, 0, 0, 0, 0]], 0.739
[[0], [5, 0], [5, 1, 0], [4, 0, 0, 0], [0, 0, 0, 1, 0], [5, 1, 0, 0, 0, 1]], 0.7354
[[3], [5, 0], [5, 1, 1], [4, 1, 0, 0], [5, 1, 0, 0, 0], [1, 1, 0, 1, 0, 0]], 0.7414
[[4], [1, 0], [5, 1, 0], [5, 0, 0, 1], [5, 0, 0, 1, 0], [2, 0, 1, 0, 0, 1]], 0.7334
[[2], [3, 1], [0, 1, 1], [1, 0, 0, 0], [4, 0, 0, 0, 1], [5, 1, 0, 0, 0, 0]], 0.7246
[[3], [3, 0], [3, 0, 1], [4, 0, 1, 0], [0, 0, 0, 1, 0], [0, 0, 1, 0, 0, 0]], 0.7434
[[4], [0, 1], [5, 1, 0], [3, 0, 0, 1], [3, 0, 1, 0, 1], [2, 0, 1, 0, 0, 1]], 0.7144
[[4], [4, 0], [5, 1, 1], [3, 1, 0, 0], [1, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0]], 0.7406
[[3], [4, 1], [4, 1, 1], [3, 0, 0, 1], [4, 0, 0, 0, 0], [3, 0, 0, 0, 0, 1]], 0.7156
[[3], [0, 1], [5, 0, 1], [5, 1, 1, 1], [1, 0, 0, 0, 1], [3, 1, 0, 0, 0, 1]], 0.7142
[[0], [3, 1], [1, 0, 1], [3, 0, 0, 1], [3, 1, 0, 1, 1], [2, 0, 0, 1, 1, 0]], 0.721
[[2], [2, 0], [5, 0, 1], [5, 0, 1, 1], [0, 1, 1, 1, 0], [2, 0, 1, 0, 0, 0]], 0.735
[[3], [3, 0], [5, 0, 0], [5, 0, 1, 0], [5, 1, 1, 0, 1], [1, 0, 0, 0, 1, 0]], 0.7352
[[0], [5, 1], [4, 0, 1], [3, 0, 0, 0], [3, 0, 0, 1, 0], [4, 1, 0, 0, 1, 0]], 0.7458
[[4], [0, 1], [3, 1, 0], [0, 0, 0, 0], [4, 0, 0, 0, 0], [3, 1, 1, 0, 0, 0]], 0.733
[[5], [1, 1], [0, 1, 0], [4, 0, 0, 0], [0, 1, 0, 1, 0], [2, 0, 0, 1, 0, 0]], 0.7346
[[1], [0, 0], [0, 0, 0], [4, 0, 0, 0], [0, 1, 0, 0, 0], [4, 1, 0, 0, 0, 0]], 0.7404
[[2], [3, 0], [5, 1, 1], [2, 0, 0, 0], [1, 0, 0, 0, 1], [0, 0, 0, 0, 1, 0]], 0.7348
[[4], [3, 1], [3, 1, 1], [0, 0, 0, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1, 0]], 0.7244
[[0], [3, 0], [1, 0, 1], [2, 1, 0, 1], [5, 1, 0, 0, 0], [1, 1, 0, 0, 0, 1]], 0.7404
[[4], [5, 1], [2, 0, 0], [5, 1, 0, 0], [5, 1, 0, 0, 0], [5, 0, 1, 0, 0, 1]], 0.7348
[[3], [4, 0], [1, 0, 0], [3, 0, 0, 0], [2, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]], 0.7378
[[2], [3, 0], [2, 0, 0], [0, 0, 1, 0], [4, 0, 1, 0, 0], [2, 0, 0, 0, 1, 1]], 0.7314
[[5], [2, 0], [1, 0, 0], [5, 1, 0, 1], [5, 0, 0, 1, 0], [3, 0, 1, 1, 0, 1]], 0.7386
[[3], [1, 1], [4, 1, 0], [3, 0, 0, 0], [4, 1, 0, 0, 0], [1, 0, 0, 0, 0, 1]], 0.7306
[[3], [1, 1], [2, 0, 0], [0, 0, 0, 0], [2, 1, 0, 1, 1], [2, 0, 0, 0, 1, 0]], 0.7406
[[2], [1, 0], [1, 1, 0], [5, 1, 1, 1], [0, 0, 0, 0, 0], [0, 0, 1, 1, 0, 0]], 0.7326
[[3], [4, 1], [3, 0, 1], [3, 0, 1, 1], [4, 0, 0, 0, 0], [5, 0, 0, 1, 1, 1]], 0.7222
[[0], [5, 1], [2, 1, 0], [1, 0, 1, 0], [2, 0, 0, 1, 1], [1, 0, 0, 1, 1, 0]], 0.7258
[[1], [2, 0], [5, 0, 0], [4, 0, 1, 0], [0, 1, 0, 1, 0], [4, 0, 0, 0, 1, 0]], 0.7416
[[5], [4, 0], [0, 1, 0], [3, 0, 0, 0], [4, 0, 0, 1, 1], [3, 0, 0, 0, 1, 0]], 0.7332
[[5], [0, 0], [0, 0, 0], [5, 0, 0, 0], [2, 0, 0, 0, 0], [0, 0, 0, 0, 1, 1]], 0.7368
[[4], [5, 0], [4, 1, 1], [5, 1, 0, 1], [5, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0]], 0.7396
[[2], [4, 0], [4, 0, 0], [3, 1, 1, 1], [3, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0]], 0.7462
[[4], [3, 0], [5, 1, 0], [4, 1, 1, 1], [0, 0, 0, 0, 1], [0, 1, 1, 0, 1, 1]], 0.7238
[[4], [1, 1], [0, 0, 0], [1, 0, 0, 0], [0, 0, 0, 0, 1], [3, 1, 0, 0, 0, 0]], 0.7366
[[4], [2, 0], [1, 0, 1], [1, 1, 0, 0], [5, 1, 0, 0, 0], [3, 0, 1, 0, 1, 0]], 0.7466
[[0], [2, 0], [3, 0, 1], [1, 0, 1, 0], [0, 0, 0, 0, 0], [2, 0, 1, 1, 0, 0]], 0.7432
[[4], [0, 0], [2, 1, 0], [0, 0, 0, 0], [3, 0, 0, 0, 0], [3, 1, 0, 1, 0, 0]], 0.7336
[[3], [2, 0], [4, 0, 1], [5, 0, 0, 0], [5, 0, 1, 0, 0], [3, 0, 0, 1, 1, 0]], 0.7426
[[3], [1, 1], [4, 1, 0], [2, 0, 0, 1], [2, 0, 0, 1, 0], [1, 0, 1, 0, 1, 1]], 0.7204
[[5], [2, 0], [0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0, 0], [0, 0, 0, 1, 0, 0]], 0.7364
[[0], [4, 0], [1, 0, 1], [4, 1, 1, 0], [3, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0]], 0.7392
[[0], [2, 0], [5, 0, 0], [0, 0, 1, 0], [1, 0, 0, 0, 0], [1, 1, 1, 0, 1, 0]], 0.7384
[[1], [3, 0], [1, 0, 1], [2, 1, 0, 0], [5, 1, 0, 0, 1], [5, 1, 0, 0, 1, 1]], 0.7412
[[5], [2, 0], [1, 1, 0], [4, 1, 0, 0], [2, 0, 0, 0, 1], [2, 0, 1, 0, 0, 1]], 0.7312
[[5], [2, 0], [1, 0, 0], [1, 0, 0, 0], [4, 0, 1, 0, 1], [0, 0, 0, 0, 0, 0]], 0.734
[[0], [4, 1], [4, 0, 1], [3, 0, 0, 0], [5, 0, 0, 0, 0], [4, 0, 1, 0, 1, 0]], 0.7414
[[5], [2, 0], [5, 1, 1], [5, 0, 0, 1], [3, 0, 0, 0, 1], [0, 1, 1, 1, 0, 0]], 0.7264
[[3], [5, 0], [0, 0, 0], [2, 1, 0, 0], [5, 0, 0, 0, 0], [1, 0, 1, 1, 0, 1]], 0.7376
[[1], [2, 0], [0, 0, 1], [0, 0, 0, 1], [2, 0, 1, 1, 0], [5, 1, 0, 0, 1, 0]], 0.7426
[[4], [2, 1], [3, 0, 0], [1, 1, 1, 0], [1, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0]], 0.7386
[[3], [4, 0], [4, 0, 0], [5, 0, 0, 0], [4, 0, 0, 0, 0], [3, 0, 0, 1, 1, 0]], 0.7388
[[4], [5, 0], [2, 0, 0], [1, 0, 1, 0], [2, 1, 0, 0, 0], [2, 1, 0, 1, 1, 1]], 0.7364
[[5], [0, 1], [0, 0, 0], [1, 0, 0, 0], [4, 1, 0, 0, 0], [2, 0, 0, 0, 0, 0]], 0.7392
[[2], [5, 0], [3, 0, 1], [3, 1, 0, 0], [1, 0, 0, 1, 0], [2, 1, 0, 0, 1, 0]], 0.749
[[3], [0, 0], [2, 1, 0], [2, 0, 0, 1], [0, 0, 1, 1, 0], [5, 0, 0, 1, 1, 0]], 0.737
[[4], [1, 1], [2, 0, 0], [2, 0, 0, 0], [0, 0, 0, 0, 0], [1, 0, 0, 1, 0, 1]], 0.7376
[[0], [4, 0], [4, 0, 0], [5, 0, 0, 0], [3, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0]], 0.7388
[[0], [1, 0], [0, 0, 0], [3, 1, 0, 1], [5, 0, 0, 1, 0], [2, 0, 0, 0, 0, 0]], 0.7442
[[0], [5, 1], [2, 0, 0], [4, 0, 0, 0], [0, 0, 0, 0, 1], [1, 1, 0, 0, 1, 0]], 0.7372
[[4], [0, 0], [4, 0, 0], [4, 0, 1, 0], [1, 1, 1, 1, 1], [1, 0, 0, 0, 0, 0]], 0.7338
[[2], [3, 0], [3, 1, 1], [3, 1, 0, 0], [5, 0, 0, 0, 1], [1, 0, 1, 1, 1, 0]], 0.7352
[[0], [1, 0], [3, 0, 1], [1, 0, 1, 0], [5, 0, 1, 0, 0], [5, 0, 1, 0, 0, 0]], 0.7406
[[1], [3, 1], [2, 1, 1], [0, 0, 0, 0], [2, 0, 0, 0, 0], [4, 0, 0, 0, 1, 0]], 0.7358
[[1], [3, 0], [1, 1, 0], [1, 0, 0, 0], [4, 0, 1, 0, 0], [3, 1, 0, 1, 0, 0]], 0.73
[[0], [3, 0], [2, 0, 1], [0, 0, 0, 0], [0, 1, 0, 0, 1], [3, 1, 1, 0, 1, 1]], 0.7404
[[4], [0, 0], [4, 1, 1], [2, 0, 1, 0], [2, 0, 1, 0, 1], [0, 0, 0, 0, 0, 1]], 0.7258
[[2], [4, 0], [1, 0, 0], [3, 1, 0, 0], [2, 0, 0, 1, 0], [3, 0, 0, 0, 0, 0]], 0.7408
[[5], [3, 0], [0, 0, 0], [5, 0, 0, 0], [3, 0, 0, 0, 1], [5, 0, 1, 0, 1, 1]], 0.7344
[[5], [0, 1], [2, 0, 0], [5, 0, 0, 0], [0, 0, 0, 0, 0], [3, 1, 1, 0, 0, 1]], 0.735
[[0], [4, 1], [0, 1, 0], [3, 1, 0, 0], [1, 0, 0, 0, 0], [3, 1, 1, 1, 0, 1]], 0.7266
[[0], [3, 0], [5, 0, 1], [3, 0, 0, 1], [2, 0, 0, 0, 0], [2, 0, 0, 0, 1, 0]], 0.7436
[[2], [2, 0], [0, 1, 0], [5, 0, 0, 1], [2, 0, 0, 0, 0], [1, 0, 1, 1, 0, 0]], 0.7374
[[3], [2, 1], [0, 0, 1], [1, 0, 0, 0], [0, 0, 0, 0, 1], [1, 0, 0, 0, 1, 0]], 0.7374
[[1], [3, 0], [4, 0, 1], [0, 1, 0, 1], [0, 1, 0, 0, 0], [5, 0, 0, 0, 0, 0]], 0.7446
[[0], [4, 0], [4, 0, 0], [2, 1, 0, 0], [2, 0, 0, 0, 0], [1, 0, 0, 0, 1, 0]], 0.7382
[[1], [3, 0], [0, 1, 0], [5, 1, 0, 0], [0, 0, 0, 0, 0], [1, 1, 1, 0, 0, 0]], 0.7364
[[2], [4, 0], [1, 0, 0], [1, 0, 1, 1], [1, 0, 1, 1, 0], [2, 1, 0, 0, 0, 0]], 0.744
[[2], [3, 0], [4, 0, 1], [5, 0, 1, 0], [3, 1, 0, 0, 0], [3, 1, 0, 0, 1, 1]], 0.7388
[[5], [1, 0], [2, 0, 0], [0, 0, 1, 0], [5, 0, 0, 1, 0], [1, 0, 0, 0, 1, 0]], 0.7398
[[0], [5, 0], [3, 0, 0], [0, 0, 0, 1], [1, 0, 0, 1, 1], [0, 0, 1, 0, 0, 1]], 0.733
[[4], [3, 0], [4, 0, 1], [1, 0, 0, 1], [2, 0, 0, 0, 0], [5, 0, 0, 0, 1, 1]], 0.738
[[3], [4, 1], [2, 0, 0], [5, 1, 0, 0], [4, 0, 0, 0, 0], [5, 0, 0, 0, 1, 1]], 0.735
[[0], [4, 1], [5, 1, 1], [2, 0, 0, 0], [0, 0, 0, 0, 0], [4, 0, 1, 0, 0, 0]], 0.7326
[[0], [3, 0], [4, 0, 0], [5, 0, 0, 0], [0, 0, 0, 0, 1], [5, 0, 1, 0, 0, 1]], 0.7362
[[2], [3, 0], [1, 0, 1], [1, 0, 0, 0], [5, 1, 1, 1, 1], [0, 0, 0, 1, 1, 1]], 0.7364
[[2], [0, 0], [1, 0, 1], [1, 0, 0, 0], [0, 0, 0, 1, 1], [5, 0, 0, 1, 0, 0]], 0.7422
[[5], [3, 0], [4, 0, 1], [5, 1, 0, 0], [5, 0, 0, 1, 0], [0, 0, 0, 1, 0, 0]], 0.7456
[[4], [2, 1], [4, 1, 0], [4, 0, 0, 0], [1, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0]], 0.7334
[[5], [4, 0], [4, 0, 0], [2, 1, 0, 0], [3, 1, 0, 0, 0], [4, 0, 0, 0, 0, 0]], 0.742
[[3], [0, 0], [4, 1, 1], [3, 1, 0, 1], [5, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]], 0.7406
[[4], [4, 0], [5, 0, 1], [5, 1, 0, 1], [2, 0, 1, 0, 0], [1, 0, 0, 1, 1, 0]], 0.7432
[[1], [0, 0], [1, 0, 0], [4, 0, 0, 0], [2, 0, 0, 0, 0], [5, 0, 1, 0, 1, 0]], 0.7388
[[3], [5, 0], [2, 1, 1], [2, 1, 0, 0], [4, 0, 1, 0, 1], [2, 0, 1, 0, 1, 0]], 0.7356
[[0], [5, 0], [0, 1, 1], [5, 0, 0, 0], [3, 0, 1, 1, 0], [3, 0, 0, 1, 1, 0]], 0.7398
[[5], [4, 1], [0, 0, 0], [5, 0, 0, 0], [4, 0, 1, 0, 1], [3, 0, 0, 0, 1, 1]], 0.7332
[[5], [0, 0], [4, 1, 0], [5, 1, 0, 0], [1, 0, 0, 0, 1], [0, 0, 0, 0, 1, 0]], 0.7344
[[3], [4, 0], [4, 0, 1], [1, 1, 0, 0], [2, 0, 1, 1, 0], [5, 0, 0, 0, 0, 0]], 0.7458
[[0], [0, 0], [3, 1, 0], [3, 0, 0, 1], [2, 1, 0, 1, 0], [0, 0, 0, 1, 0, 1]], 0.7336
[[4], [4, 0], [1, 0, 0], [1, 1, 1, 1], [2, 0, 0, 0, 0], [4, 0, 0, 0, 0, 1]], 0.74
[[3], [4, 1], [0, 0, 0], [1, 1, 0, 0], [3, 0, 0, 1, 0], [4, 0, 0, 0, 0, 0]], 0.7454
[[0], [3, 0], [4, 1, 1], [3, 0, 0, 0], [1, 0, 1, 0, 0], [3, 0, 0, 0, 0, 0]], 0.738
[[3], [2, 0], [1, 1, 0], [0, 0, 0, 1], [0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0]], 0.7378
[[0], [3, 0], [4, 0, 1], [1, 1, 1, 1], [1, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0]], 0.74
[[1], [1, 1], [0, 0, 1], [2, 0, 0, 0], [1, 0, 1, 0, 0], [0, 1, 0, 0, 1, 0]], 0.7408
[[0], [5, 0], [1, 0, 0], [5, 0, 0, 0], [1, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0]], 0.7414
[[2], [5, 1], [4, 0, 0], [0, 0, 1, 0], [2, 0, 0, 0, 1], [1, 1, 0, 0, 0, 0]], 0.7338
[[1], [5, 0], [3, 0, 0], [5, 1, 1, 0], [0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0]], 0.739
[[3], [1, 0], [1, 0, 1], [0, 0, 0, 0], [2, 1, 1, 0, 1], [0, 1, 0, 0, 0, 0]], 0.7416
[[2], [2, 0], [0, 1, 1], [4, 0, 0, 1], [3, 0, 1, 0, 0], [5, 0, 1, 1, 0, 1]], 0.7252
[[0], [1, 1], [3, 0, 0], [4, 0, 0, 0], [0, 0, 1, 0, 0], [4, 1, 1, 0, 1, 1]], 0.7322
[[0], [5, 0], [5, 1, 0], [1, 0, 1, 0], [3, 0, 1, 0, 1], [0, 1, 1, 0, 0, 0]], 0.7284
[[1], [1, 0], [5, 1, 0], [1, 0, 1, 0], [4, 0, 0, 0, 0], [0, 1, 1, 0, 1, 0]], 0.7332
[[2], [2, 1], [4, 0, 0], [5, 0, 1, 0], [1, 0, 0, 1, 0], [0, 1, 0, 0, 1, 1]], 0.7402
[[4], [5, 1], [0, 0, 0], [4, 1, 0, 1], [3, 0, 0, 0, 0], [4, 0, 0, 0, 1, 0]], 0.7382
[[0], [2, 0], [2, 1, 0], [1, 0, 0, 0], [1, 0, 0, 1, 0], [4, 0, 0, 1, 0, 0]], 0.7378
[[4], [1, 0], [4, 0, 1], [1, 0, 0, 1], [1, 0, 0, 1, 0], [4, 0, 0, 1, 0, 0]], 0.74
[[3], [1, 0], [4, 0, 0], [4, 0, 0, 0], [1, 0, 0, 0, 1], [3, 0, 0, 0, 0, 0]], 0.7374
[[0], [3, 0], [5, 0, 0], [0, 0, 1, 0], [4, 1, 0, 0, 1], [0, 0, 1, 0, 0, 1]], 0.7344
[[1], [5, 0], [0, 0, 1], [2, 1, 0, 0], [4, 0, 0, 0, 0], [5, 0, 1, 1, 0, 1]], 0.7402
[[5], [4, 0], [4, 0, 0], [2, 1, 1, 1], [5, 0, 1, 0, 1], [5, 0, 1, 1, 1, 0]], 0.7354
[[4], [3, 1], [5, 0, 1], [4, 1, 0, 1], [0, 0, 1, 1, 0], [1, 0, 0, 0, 1, 0]], 0.733
[[0], [0, 0], [3, 0, 1], [0, 0, 1, 0], [5, 0, 1, 0, 1], [5, 1, 0, 1, 0, 1]], 0.7326
[[1], [3, 0], [3, 0, 0], [4, 0, 0, 1], [1, 1, 0, 0, 0], [1, 0, 0, 1, 0, 1]], 0.7384
[[2], [3, 0], [4, 1, 0], [5, 0, 1, 0], [0, 0, 0, 0, 0], [2, 1, 0, 0, 0, 1]], 0.7288
[[1], [5, 1], [5, 1, 0], [3, 0, 0, 0], [2, 0, 1, 0, 0], [0, 0, 1, 0, 1, 0]], 0.7288
[[4], [4, 0], [4, 0, 0], [1, 1, 0, 0], [3, 0, 0, 1, 0], [5, 0, 0, 1, 0, 0]], 0.7418
[[3], [0, 0], [4, 1, 1], [3, 0, 0, 1], [1, 0, 0, 1, 0], [3, 1, 1, 0, 1, 0]], 0.7366
[[2], [1, 0], [5, 1, 1], [1, 0, 1, 1], [0, 0, 0, 1, 1], [1, 1, 0, 0, 0, 1]], 0.7192
[[1], [1, 0], [0, 0, 0], [0, 0, 1, 1], [3, 1, 0, 0, 0], [2, 1, 0, 0, 0, 0]], 0.743
[[1], [2, 0], [2, 0, 0], [0, 0, 1, 0], [4, 0, 0, 0, 0], [4, 0, 1, 1, 0, 0]], 0.7404
[[5], [0, 1], [4, 1, 0], [0, 0, 1, 0], [3, 0, 0, 0, 0], [4, 1, 0, 0, 1, 0]], 0.7294
[[1], [4, 1], [1, 0, 1], [5, 0, 0, 1], [0, 0, 1, 0, 1], [2, 0, 0, 1, 0, 0]], 0.7228
[[5], [5, 1], [1, 0, 1], [0, 0, 1, 1], [1, 0, 0, 1, 0], [0, 1, 1, 0, 0, 1]], 0.7242
[[5], [4, 0], [0, 0, 1], [1, 0, 0, 1], [2, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0]], 0.7346
[[2], [0, 0], [4, 0, 0], [1, 1, 1, 1], [5, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]], 0.7456
[[4], [4, 0], [5, 0, 1], [2, 1, 1, 0], [2, 1, 0, 0, 0], [3, 0, 1, 0, 0, 0]], 0.7464
[[3], [2, 0], [0, 0, 0], [1, 1, 0, 1], [5, 0, 0, 0, 0], [2, 0, 1, 1, 1, 0]], 0.7464
[[5], [5, 0], [0, 1, 1], [1, 0, 0, 0], [4, 0, 0, 1, 1], [5, 0, 0, 0, 1, 1]], 0.737
[[2], [2, 0], [2, 1, 0], [0, 0, 0, 0], [1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0]], 0.7384
[[1], [3, 0], [0, 0, 0], [4, 0, 1, 0], [1, 1, 0, 0, 0], [3, 0, 1, 1, 0, 1]], 0.7378
[[0], [5, 0], [0, 1, 0], [0, 1, 0, 1], [3, 0, 1, 0, 1], [4, 0, 0, 0, 0, 1]], 0.7246
[[4], [0, 1], [0, 0, 0], [2, 1, 1, 0], [5, 0, 0, 0, 1], [0, 1, 0, 1, 0, 0]], 0.7364
[[1], [5, 0], [1, 0, 1], [4, 1, 1, 0], [3, 0, 0, 0, 0], [4, 0, 0, 1, 0, 0]], 0.7428
[[4], [0, 0], [0, 1, 0], [1, 0, 0, 0], [3, 1, 0, 1, 0], [1, 0, 1, 1, 0, 0]], 0.7392
[[5], [0, 0], [2, 1, 1], [2, 1, 0, 0], [2, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0]], 0.7406
[[2], [0, 0], [1, 0, 0], [0, 1, 0, 0], [3, 1, 1, 1, 0], [2, 0, 0, 1, 0, 1]], 0.7364
[[4], [2, 1], [2, 0, 0], [3, 0, 1, 0], [4, 0, 0, 0, 0], [2, 0, 0, 0, 0, 1]], 0.7354
[[5], [2, 1], [0, 1, 0], [1, 1, 1, 0], [1, 0, 0, 1, 0], [0, 0, 1, 0, 0, 1]], 0.73
[[0], [4, 0], [0, 1, 0], [0, 0, 0, 0], [2, 0, 0, 0, 0], [2, 1, 1, 1, 0, 0]], 0.734
[[4], [2, 0], [1, 0, 0], [2, 1, 1, 1], [0, 1, 1, 0, 0], [5, 0, 0, 0, 0, 1]], 0.7358
[[2], [5, 0], [3, 0, 0], [0, 0, 0, 0], [4, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0]], 0.7414
[[4], [3, 1], [4, 0, 0], [5, 0, 0, 0], [0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0]], 0.7404
[[1], [2, 0], [1, 0, 0], [3, 0, 1, 1], [3, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]], 0.7412
[[4], [1, 1], [3, 1, 0], [1, 1, 1, 0], [1, 1, 1, 1, 1], [5, 0, 0, 1, 0, 0]], 0.723
[[2], [3, 0], [4, 0, 0], [5, 0, 1, 0], [4, 1, 0, 1, 1], [5, 0, 0, 0, 0, 0]], 0.739
[[1], [3, 1], [5, 1, 1], [4, 0, 1, 0], [2, 0, 1, 0, 1], [5, 0, 1, 0, 1, 1]], 0.7224
[[3], [4, 0], [5, 0, 1], [5, 0, 0, 1], [0, 0, 0, 0, 0], [1, 0, 0, 1, 1, 1]], 0.7368
[[3], [0, 0], [5, 1, 1], [4, 1, 0, 0], [5, 0, 1, 1, 0], [3, 0, 0, 1, 1, 0]], 0.738
[[0], [2, 0], [4, 0, 1], [2, 0, 0, 0], [2, 0, 0, 0, 1], [0, 1, 1, 1, 1, 1]], 0.738
[[4], [1, 0], [2, 0, 0], [2, 0, 0, 0], [5, 0, 0, 0, 0], [4, 0, 1, 0, 1, 0]], 0.7388
[[1], [4, 0], [0, 1, 0], [5, 0, 0, 0], [4, 1, 1, 0, 0], [2, 0, 0, 0, 1, 0]], 0.7332
[[1], [4, 0], [5, 0, 0], [4, 0, 1, 0], [5, 0, 1, 0, 0], [0, 1, 0, 1, 1, 1]], 0.732
[[3], [1, 0], [1, 0, 0], [0, 0, 0, 1], [4, 1, 0, 0, 0], [2, 0, 1, 0, 0, 0]], 0.7484
[[4], [2, 1], [4, 0, 0], [3, 0, 0, 0], [0, 0, 0, 0, 0], [5, 0, 0, 1, 1, 0]], 0.7392
[[1], [1, 1], [5, 0, 0], [1, 0, 1, 0], [3, 0, 0, 1, 1], [0, 1, 0, 1, 1, 1]], 0.734
[[2], [1, 1], [3, 0, 0], [3, 0, 0, 0], [0, 1, 0, 0, 0], [5, 1, 1, 0, 0, 0]], 0.7394
[[2], [4, 0], [0, 1, 1], [2, 1, 0, 0], [0, 1, 0, 0, 0], [4, 0, 0, 0, 0, 0]], 0.742
[[1], [1, 0], [3, 1, 1], [3, 0, 0, 0], [2, 0, 0, 0, 0], [2, 0, 1, 1, 0, 0]], 0.7426
[[0], [4, 0], [2, 0, 0], [5, 1, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]], 0.7392
[[4], [0, 1], [1, 0, 0], [1, 1, 1, 0], [3, 0, 0, 0, 1], [0, 0, 0, 1, 0, 0]], 0.7352
[[1], [0, 0], [4, 0, 1], [5, 0, 0, 0], [0, 0, 0, 0, 0], [1, 1, 1, 0, 0, 1]], 0.7408
[[5], [0, 1], [1, 0, 0], [0, 0, 0, 0], [5, 1, 0, 1, 0], [1, 0, 0, 0, 0, 0]], 0.7424
[[1], [0, 0], [0, 1, 0], [5, 0, 1, 1], [5, 0, 0, 0, 0], [0, 1, 0, 1, 0, 0]], 0.7316
[[4], [3, 0], [4, 0, 1], [4, 0, 0, 0], [3, 1, 1, 0, 0], [2, 0, 1, 0, 1, 0]], 0.7436
[[5], [3, 0], [2, 0, 0], [3, 0, 0, 0], [5, 0, 1, 0, 0], [1, 0, 1, 1, 0, 1]], 0.7342
[[1], [0, 0], [2, 0, 0], [4, 0, 0, 1], [2, 0, 1, 0, 1], [2, 0, 1, 0, 0, 1]], 0.7324
[[0], [5, 0], [5, 0, 1], [5, 0, 0, 0], [4, 0, 0, 1, 1], [1, 0, 1, 0, 0, 0]], 0.7428
[[0], [2, 1], [0, 1, 0], [5, 0, 1, 0], [4, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]], 0.732
[[1], [3, 0], [1, 0, 0], [5, 1, 0, 0], [4, 0, 0, 0, 0], [3, 0, 0, 0, 0, 1]], 0.7358
